社名,電話番号,所在地,代表者,事業内容,企業URL,URL,取得日時
公文式,0244-73-7609,東京都東久留米市本町１－５－７,,教育・学校,,https://baitona-joshi.jp/shop/010189/,2025/08/04/10:28
医療法人社団宏智会,042-421-3322,東京都西東京市谷戸町３－２８－１６パークシティひばりケ丘１階,,病院・診療所,,https://baitona-joshi.jp/shop/010190/,2025/08/04/10:28
医療法人社団弘善会,042-492-0311,東京都清瀬市中清戸５－２７,,病院・診療所,,https://baitona-joshi.jp/shop/010191/,2025/08/04/10:28
医療法人社団,042-438-7007,東京都西東京市谷戸町２－３－７フレスポひばりケ丘３Ｆ,,歯科・口腔外科医院,,https://baitona-joshi.jp/shop/010192/,2025/08/04/10:28
医療法人社団栄文会,03-3940-5657,東京都北区滝野川６－４４－１５脇田ビル１階,,病院・診療所,,https://baitona-joshi.jp/shop/010193/,2025/08/04/10:28
医療法人社団英世会,042-587-8808,東京都日野市万願寺１－１９－７,,看護・介護,,https://baitona-joshi.jp/shop/010194/,2025/08/04/10:28
医療法人社団ＹＣ,042-473-3387,東京都東久留米市本町３－１－１マロニエヒルズ１Ｆ,,病院・診療所,,https://baitona-joshi.jp/shop/010195/,2025/08/04/10:28
学校法人小金井学園,042-471-4155,東京都東久留米市前沢２－２－２,,保育・幼児教育,,https://baitona-joshi.jp/shop/010196/,2025/08/04/10:28
日本マクドナルド株式会社,03-6911-5000,東京都新宿区西新宿６－５－１新宿アイランドタワー,,飲食,,https://baitona-joshi.jp/shop/010197/,2025/08/04/10:28
日清医療食品株式会社,03-3287-3611,東京都千代田区丸の内２－７－３東京ビルディング２０階,,ケータリング・フードサービス,,https://baitona-joshi.jp/shop/010198/,2025/08/04/10:28
東和産業株式会社,03-5843-7888,東京都港区新橋３－２０－１,,公営競技・パチンコ,,https://baitona-joshi.jp/shop/010199/,2025/08/04/10:28
株式会社さわやか,03-5566-5611,東京都中央区新川１－３－１７新川三幸ビル４階,,飲食,,https://baitona-joshi.jp/shop/010200/,2025/08/04/10:28
株式会社すかいらーくホールディングス,0570-010-314,東京都武蔵野市西久保１－２５－８,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010201/,2025/08/04/10:28
株式会社とりさわ,042-425-1331,東京都西東京市ひばりが丘北３－５－６シティコートひばりケ丘３階,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010202/,2025/08/04/10:28
株式会社はま寿司,03-6833-8032,東京都港区港南２－１８－１ＪＲ品川イーストビル,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010203/,2025/08/04/10:28
株式会社やまねメディカル,03-6225-2181,東京都中央区日本橋室町１－２－６日本橋大栄ビル６Ｆ,,看護・介護,,https://baitona-joshi.jp/shop/010204/,2025/08/04/10:28
株式会社やる気スイッチグループ,03-6891-8254,東京都中央区八丁堀２－２４－２,,教育・学校,,https://baitona-joshi.jp/shop/010205/,2025/08/04/10:28
たかさき歯科クリニック,048-955-6966,埼玉県三郷市戸ケ崎３－８３－１,,歯科・口腔外科医院,,https://baitona-joshi.jp/shop/010206/,2025/08/04/10:28
まゆみ矯正こども歯科,048-998-3335,埼玉県八潮市茜町１－８－４,,歯科・口腔外科医院,,https://baitona-joshi.jp/shop/010207/,2025/08/04/10:28
セブンイレブン,048-995-7071,埼玉県八潮市大瀬６－１－１,,コンビニエンスストア,,https://baitona-joshi.jp/shop/010208/,2025/08/04/10:28
山田食品産業株式会社,04-2994-0555,埼玉県所沢市上安松１０３２,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010209/,2025/08/04/10:28
有限会社ヒロシマ,048-446-9931,埼玉県戸田市新曽２２４５,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010210/,2025/08/04/10:28
株式会社埼玉第一興商,048-667-6767,埼玉県さいたま市北区櫛引町２－２９６,,飲食,,https://baitona-joshi.jp/shop/010211/,2025/08/04/10:28
株式会社しまむら,048-631-2132,埼玉県さいたま市大宮区北袋町１－６０２－１,,百貨店・アパレル小売,,https://baitona-joshi.jp/shop/010212/,2025/08/04/10:28
株式会社アサヒ・スタッフサービス,048-956-0026,埼玉県三郷市戸ケ崎１－２２４－２,,看護・介護,,https://baitona-joshi.jp/shop/010213/,2025/08/04/10:28
株式会社アドバンスサービス,048-978-7942,埼玉県越谷市平方２１７０,,一般的な修理・メンテナンス,,https://baitona-joshi.jp/shop/010214/,2025/08/04/10:28
株式会社サリックストラベル,048-858-6111,埼玉県さいたま市中央区上落合２－３－５アルーサＢ館４Ｆ,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010215/,2025/08/04/10:28
株式会社ハイデイ日高,048-644-8447,埼玉県さいたま市大宮区大門町２－１１８大宮門街ＳＱＵＡＲＥ１０階,,飲食,,https://baitona-joshi.jp/shop/010216/,2025/08/04/10:28
株式会社フェニックス,048-229-0600,埼玉県川口市西青木２－３－１ＮＴＴ川口青木ビル１Ｆ,,セキュリティー・警備サービス,,https://baitona-joshi.jp/shop/010217/,2025/08/04/10:28
株式会社ベルク,049-287-0111,埼玉県鶴ヶ島市すねおり１６４６,,スーパーマーケット,,https://baitona-joshi.jp/shop/010218/,2025/08/04/10:28
株式会社ヤオコー,049-246-7004,埼玉県川越市新宿町１－１０－１,,スーパーマーケット,,https://baitona-joshi.jp/shop/010219/,2025/08/04/10:28
株式会社国大セミナー,048-886-5296,埼玉県さいたま市浦和区領家３－６－１,,教育・学校,,https://baitona-joshi.jp/shop/010220/,2025/08/04/10:28
株式会社富士薬品,048-644-3204,埼玉県さいたま市大宮区桜木町４－３８３,,製薬,,https://baitona-joshi.jp/shop/010222/,2025/08/04/10:28
株式会社東横イン,048-996-1045,埼玉県八潮市大瀬１－３－７,,観光・旅行・宿泊,,https://baitona-joshi.jp/shop/010223/,2025/08/04/10:28
アサヒサンクリーン株式会社,054-266-3216,静岡県静岡市葵区本通１０,,医療・病院,,https://baitona-joshi.jp/shop/010224/,2025/08/04/10:28
イッティージャパン株式会社,052-701-0200,愛知県名古屋市名東区姫若町３－２,,教育・学校,,https://baitona-joshi.jp/shop/010225/,2025/08/04/10:28
株式会社セカンドストリート,052-350-5748,愛知県名古屋市中区富士見町８－８ＯＭＣビル,,小売・卸売・商社,,https://baitona-joshi.jp/shop/010226/,2025/08/04/10:28
株式会社ヨシックスフーズ,052-932-8431,愛知県名古屋市東区徳川１－９－３０ヨシックスビル,,飲食,,https://baitona-joshi.jp/shop/010227/,2025/08/04/10:28
株式会社ヨシックスフーズ,052-932-8431,愛知県名古屋市東区徳川１－９－３０ヨシックスビル,,飲食,,https://baitona-joshi.jp/shop/010228/,2025/08/04/10:28
株式会社焼肉坂井ホールディングス,052-910-1729,愛知県名古屋市北区黒川本通２－４６,,飲食,,https://baitona-joshi.jp/shop/010229/,2025/08/04/10:28
キャリア・パートナーズ株式会社,,東京都葛飾区小菅4-7-1綾瀬プラザ2F,富松裕孝,人材派遣人材紹介保育専門求人サイト保育パートナーズの運営介護専門求人サイト介護パートナーズの運営体育講師派遣（運営委託）外国人講師派遣（常駐）就職セミナー・実技講習会・イベント運営保育・看護・介護業界における情報提供サービス保育パートナーズ通信の発行運営のミカタの発行≪許認可番号≫一般労働者派遣事業許可派13-304657有料職業紹介事業許可13-ユ-305117,https://www.career-partners.biz/index.php,https://baitona-joshi.jp/shop/010230/,2025/08/04/10:28
株式会社アイヴィジット,0120-226-447,東京都豊島区東池袋4-5-2ライズアリーナビル14階,深田豊,人材派遣・人材紹介サービス≪許認可・認証等≫1.プライバシーマーク認定番号第10861388号/JISQ15001：2017準拠2.ISMS/ISO27001認証番号IS98364/ISO270013.人材派遣厚生労働大臣許可派13-0403494.有料職業紹介厚生労働大臣許可13－ユ-040229,https://www.ivisit.co.jp/,https://baitona-joshi.jp/shop/010231/,2025/08/04/10:28
株式会社アイヴィジット,0120-226-447,東京都豊島区東池袋4-5-2ライズアリーナビル14階,深田豊,人材派遣・人材紹介サービス≪許認可・認証等≫1.プライバシーマーク認定番号第10861388号/JISQ15001：2017準拠2.ISMS/ISO27001認証番号IS98364/ISO270013.人材派遣厚生労働大臣許可派13-0403494.有料職業紹介厚生労働大臣許可13－ユ-040229,https://www.ivisit.co.jp/,https://baitona-joshi.jp/shop/010232/,2025/08/04/10:28
KonoYubi株式会社,,神奈川県横浜市港北区大曽根台35-11,阿部常充,①児童発達支援・放課後等デイサービス「LikeMe」の運営②保育・福祉業界特化型の採用定着支援サービス「このゆび保育」の運営,https://like-me.ed.jp/,https://baitona-joshi.jp/shop/010233/,2025/08/04/10:28
あやりえ商事株式会社,03-5912-2504,東京都練馬区桜台６－１６－２２,,コンビニエンスストア,,https://baitona-joshi.jp/shop/010290/,2025/08/04/10:28
ヒューマンリソシア株式会社,03-6846-9055,東京都新宿区西新宿７－５－２５西新宿プライムスクエア１Ｆ,,人材派遣・職業紹介,,https://baitona-joshi.jp/shop/010291/,2025/08/04/10:28
医療法人社団咲良会,03-6904-2656,東京都練馬区光が丘３－９－２,,病院・診療所,,https://baitona-joshi.jp/shop/010292/,2025/08/04/10:28
医療法人社団橙樹会,03-3976-6411,東京都練馬区光が丘３－３－４－１０１,,病院・診療所,,https://baitona-joshi.jp/shop/010293/,2025/08/04/10:28
株式会社ケアビィ,03-5945-1363,東京都板橋区徳丸２－７－２６シルクハイツ徳丸１０２号室,,看護・介護,,https://baitona-joshi.jp/shop/010294/,2025/08/04/10:28
株式会社コノセル,03-5848-6414,東京都新宿区西新宿１－４－１１,,教育支援サービス,,https://baitona-joshi.jp/shop/010295/,2025/08/04/10:28
株式会社バンダイナムコアミューズメント,03-3979-9669,東京都港区芝浦３－１－３５,,芸術・娯楽・レクリエーション,,https://baitona-joshi.jp/shop/010296/,2025/08/04/10:28
株式会社ボディワークセラピストエージェンシー,03-3977-2001,東京都豊島区西池袋５－５－２１ザ・タワーグランディア２８０９,,生活関連サービス,,https://baitona-joshi.jp/shop/010297/,2025/08/04/10:28
株式会社明光ネットワークジャパン,03-6914-6540,東京都新宿区西新宿７－２０－１,,教育・学校,,https://baitona-joshi.jp/shop/010298/,2025/08/04/10:28
株式会社西友,03-3976-8111,東京都武蔵野市吉祥寺本町１－１２－１０,,専門飲食料品小売,,https://baitona-joshi.jp/shop/010299/,2025/08/04/10:28
株式会社ＩＮＳＰＡ,03-6904-5805,東京都港区海岸１－２－３汐留芝離宮ビルディング３Ｆ,,生活関連サービス,,https://baitona-joshi.jp/shop/010300/,2025/08/04/10:28
特定非営利活動法人ヘルスプランニング,03-6909-9845,東京都練馬区春日町５－３３－３２,,スポーツ・レクリエーション,,https://baitona-joshi.jp/shop/010301/,2025/08/04/10:28
Ｂ‐ｆｉｒｓｔ株式会社,03-5935-4619,東京都新宿区新宿２－１６－６,,理容・美容・エステ,,https://baitona-joshi.jp/shop/010302/,2025/08/04/10:28
ＴＳＣホリスティック株式会社,03-3565-6106,東京都品川区東品川４－１３－１４グラスキューブ品川１３Ｆ,,スポーツ・レクリエーション,,https://baitona-joshi.jp/shop/010303/,2025/08/04/10:28
ちょうメディカルクリニック,03-3765-6688,東京都大田区大森東２－２５－１１,,病院・診療所,,https://baitona-joshi.jp/shop/010304/,2025/08/04/10:28
株式会社アール・ティー・コーポレーション,03-5205-6041,東京都中央区日本橋２－１２－１０髙島屋グループ本社ビル２Ｆ,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010305/,2025/08/04/10:28
株式会社エンドレス,03-6450-0967,東京都台東区柳橋１－２０－１エンドレスビル,,小売・卸売・商社,,https://baitona-joshi.jp/shop/010306/,2025/08/04/10:28
株式会社オオゼキ,03-5718-7688,東京都世田谷区松原４－１０－４,,スーパーマーケット,,https://baitona-joshi.jp/shop/010307/,2025/08/04/10:28
株式会社シー・スタッフ,03-6670-3372,東京都新宿区西新宿２－６－１新宿住友ビル１４Ｆ,,人材派遣・職業紹介,,https://baitona-joshi.jp/shop/010308/,2025/08/04/10:28
株式会社テンダーラビングケアサービス,03-6267-1761,東京都千代田区大手町１－６－１大手町ビル２１３,,人材派遣・職業紹介,,https://baitona-joshi.jp/shop/010309/,2025/08/04/10:28
株式会社モニカ,03-6661-2466,東京都港区新橋２－１２－１６明和ビル７Ｆ,,保育・幼児教育,,https://baitona-joshi.jp/shop/010310/,2025/08/04/10:28
株式会社不二ビューティ,03-3732-1107,東京都渋谷区代々木３－３７－５たかの友梨レインボービル,,生活関連サービス,,https://baitona-joshi.jp/shop/010311/,2025/08/04/10:28
株式会社文化教育社,03-6425-9495,東京都大田区北千束３－２９－８２Ｆ,,教育支援サービス,,https://baitona-joshi.jp/shop/010312/,2025/08/04/10:28
株式会社結,03-6260-8464,東京都北区滝野川３－４８－１,,冠婚葬祭・イベント,,https://baitona-joshi.jp/shop/010313/,2025/08/04/10:28
株式会社ＩＮＳＰＡ,03-6424-9403,東京都港区海岸１－２－３汐留芝離宮ビルディング３Ｆ,,生活関連サービス,,https://baitona-joshi.jp/shop/010314/,2025/08/04/10:28
株式会社ＬＵＣＫＢＡＳＥ,03-5703-2980,東京都渋谷区円山町３－５道玄坂ＳＳＤビル４Ｆ,,生活関連サービス,,https://baitona-joshi.jp/shop/010315/,2025/08/04/10:28
株式会社Ｏｚフィールド,03-6421-9322,東京都新宿区西新宿７－９－６２Ｆ,,人材派遣・職業紹介,,https://baitona-joshi.jp/shop/010316/,2025/08/04/10:28
株式会社Ｖａｔｈｂｏｗ,03-6410-7819,東京都品川区東品川４－１１－３６－１９１２,,レストラン・カフェ,,https://baitona-joshi.jp/shop/010317/,2025/08/04/10:28
株式会社ＶｅｎｔｕｒｅＢａｎｋＮｅｘｔ,03-6316-4764,東京都港区北青山１－２－３青山ビル９Ｆ,,スポーツ・レクリエーション,,https://baitona-joshi.jp/shop/010318/,2025/08/04/10:28
株式会社ＺＥＮＰＬＡＣＥ,03-6409-6502,東京都目黒区青葉台２－２０－１４青和ビル２Ｆ,,スポーツ・レクリエーション,,https://baitona-joshi.jp/shop/010319/,2025/08/04/10:28
ＬｉｎｋＭｅｄｉｃａｌ株式会社,03-6428-6416,東京都中央区銀座１－１２－４Ｎ＆Ｅビル７Ｆ,,ドラッグストア,,https://baitona-joshi.jp/shop/010320/,2025/08/04/10:28
セブンイレブン,03-3427-1523,東京都世田谷区経堂１－３３－１６,,コンビニエンスストア,,https://baitona-joshi.jp/shop/010321/,2025/08/04/10:28
